,ID,Title,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,TMDB ID,Correct ID,Vote Average,Vote Count
1343,4017,Active Measures,2018,13+,66/100,0,1,0,0,0,521862,521862,7.6,21
1344,4018,Second Act,2018,13+,66/100,0,1,0,0,0,503616,503616,6.414,1038
1345,4021,How to Train Your Dragon: Homecoming,2019,7+,65/100,0,1,0,0,0,638507,638507,8.1,703
1346,4023,The Guilt Trip,2012,13+,65/100,0,1,0,0,0,82687,82687,5.6,580
1347,4026,The World to Come,2020,18+,65/100,0,1,0,0,0,506281,506281,7.1,212
1348,4027,"Hello, My Name Is Doris",2015,18+,65/100,0,1,0,0,0,320588,320588,6.407,405
1349,4028,Ben Is Back,2018,18+,65/100,0,1,0,0,0,492452,492452,6.6,794
1350,4034,Gretel & Hansel,2020,13+,65/100,0,1,0,0,0,542224,542224,6.022,1149
1351,4039,Monster Trucks,2016,7+,65/100,0,1,0,0,0,262841,262841,6.081,703
1352,4043,Silk Road,2021,18+,65/100,0,1,0,0,0,440722,579051,6.615,144
1353,4045,Shadow in the Cloud,2021,18+,65/100,0,1,0,0,0,675327,675327,5.775,624
1354,4047,The Man Who Invented Christmas,2017,7+,65/100,0,1,0,0,0,450322,450322,6.8,659
1355,4049,Monos,2019,18+,65/100,0,1,0,0,0,417466,417466,6.672,299
1356,4050,Hearts Beat Loud,2018,13+,65/100,0,1,0,0,0,470333,470333,7,212
1357,4051,Dinosaur 13,2014,7+,65/100,0,1,0,0,0,249170,249170,6.9,76
1358,4053,We Are Freestyle Love Supreme,2020,18+,64/100,0,1,0,0,0,654999,654999,7.7,3
1359,4054,Blair Witch,2016,18+,64/100,0,1,0,0,0,351211,351211,5.218,1633
1360,4055,The Rhythm Section,2020,18+,64/100,0,1,0,0,0,466622,466622,5.567,497
1361,4057,A Beautiful Planet,2016,all,64/100,0,1,0,0,0,365997,365997,6.9,48
1362,4061,Amazing Grace,2018,all,64/100,0,1,0,0,0,15163,356199,7.3,66
1363,4064,Luce,2019,18+,64/100,0,1,0,0,0,492616,492616,6.5,191
1364,4065,I Still Believe,2020,7+,64/100,0,1,0,0,0,585244,585244,7.633,990
1365,4068,Fear of Rain,2021,13+,64/100,0,1,0,0,0,599281,599281,7.134,376
1366,4069,Southbound,2015,18+,64/100,0,1,0,0,0,354251,354251,5.968,500
1367,4071,Lo and Behold: Reveries of the Connected World,2016,13+,64/100,0,1,0,0,0,360030,360030,6.6,245
1368,4072,The Queen of Versailles,2012,7+,64/100,0,1,0,0,0,84327,84327,7.1,162
1369,4074,Lords of Chaos,2018,18+,64/100,0,1,0,0,0,426249,426249,6.7,309
1370,4075,Playing It Cool,2014,18+,64/100,0,1,0,0,0,277547,277547,5.9,652
1371,4077,Sweet Virginia,2017,18+,64/100,0,1,0,0,0,413992,413992,5.8,251
1372,4078,Framing Britney Spears,2021,16+,64/100,0,1,0,0,0,801528,801528,7.3,82
1373,4079,Shirley,2020,18+,64/100,0,1,0,0,0,75788,547017,6.242,118
1374,4081,The Little Hours,2017,18+,64/100,0,1,0,0,0,411873,411873,5.729,434
1375,4083,Assassination Nation,2018,18+,64/100,0,1,0,0,0,446101,446101,6.291,681
1376,4085,They Came Together,2014,18+,64/100,0,1,0,0,0,180296,180296,5.6,331
1377,4086,Totally Under Control,2020,16+,64/100,0,1,0,0,0,741528,741528,7.5,29
1378,4087,31,2016,18+,64/100,0,1,1,0,0,187544,284564,5.375,648
1379,4088,Once Upon a Time in Venice,2017,18+,63/100,0,1,0,0,0,345915,345915,5.2,520
1380,4090,The Rewrite,2014,13+,63/100,0,1,0,0,0,289727,289727,6.003,490
1381,4091,Brian Banks,2019,13+,63/100,0,1,0,0,0,535845,535845,7.3,132
1382,4094,Hail Satan?,2019,18+,63/100,0,1,0,0,0,565719,565719,7.068,111
1383,4096,Little Fish,2021,16+,63/100,0,1,0,0,0,9993,586791,7.195,123
1384,4097,Aniara,2019,18+,63/100,0,1,0,0,0,217394,496743,6.094,229
1385,4099,Beach Rats,2017,18+,63/100,0,1,0,0,0,426238,426238,5.939,434
1386,4100,The Hero,2017,18+,63/100,0,1,1,0,0,174719,425751,6.1,187
1387,4101,The Trip to Greece,2021,13+,63/100,0,1,0,0,0,611179,611179,6.8,27
1388,4107,The Postcard Killings,2020,18+,63/100,0,1,0,0,0,449756,449756,6.6,406
1389,4109,High Strung,2016,all,63/100,0,1,1,0,0,22792,382399,7.1,846
1390,4111,Chappaquiddick,2018,13+,63/100,0,1,0,0,0,432301,432301,6.1,216
1391,4112,Angel of Mine,2019,18+,63/100,0,1,0,0,0,515741,515741,6.302,210
1392,4116,Southside with You,2016,13+,63/100,0,1,0,0,0,310888,310888,5.7,173
1393,4117,Band Aid,2017,18+,63/100,0,1,0,0,0,426230,426230,6.4,131
1394,4119,It's a Disaster,2013,18+,63/100,0,1,0,0,0,114779,114779,6.4,181
1395,4120,Moffie,2020,18+,63/100,0,1,0,0,0,618228,618228,7,53
1396,4127,The Keeping Room,2014,18+,62/100,0,1,1,0,0,284284,284284,5.8,164
1397,4129,Flower,2017,18+,62/100,0,1,0,0,0,220051,421471,6.5,208
1398,4130,Villains,2019,18+,62/100,0,1,0,0,0,306238,510388,6.2,249
1399,4132,The Kid,2019,18+,62/100,0,1,0,1,0,4244,492565,5.9,227
1400,4134,The Beach Bum,2019,18+,62/100,0,1,0,0,0,441384,441384,5.6,374
1401,4135,2067,2020,16+,62/100,0,1,0,0,0,528085,528085,5.145,628
1402,4137,Daphne,2017,18+,62/100,0,1,0,0,0,204477,436245,6,48
1403,4139,Tragedy Girls,2017,18+,62/100,0,1,0,0,0,413857,413857,6,245
1404,4140,The Man Who Killed Hitler and Then the Bigfoot,2019,18+,62/100,0,1,0,0,0,530081,530081,5.4,334
1405,4141,Vox Lux,2018,18+,62/100,0,1,0,0,0,429202,429202,5.8,388
1406,4143,The Binge,2020,18+,62/100,0,1,0,0,0,647265,647265,5.593,54
1407,4145,MLK/FBI,2021,7+,62/100,0,1,0,0,0,728868,728868,6.6,12
1408,4147,Support the Girls,2018,18+,62/100,0,1,0,0,0,456086,456086,6.1,123
1409,4150,Middle School: The Worst Years of My Life,2016,7+,62/100,0,1,0,0,0,369883,369883,6.927,355
1410,4153,One for the Money,2012,13+,62/100,0,1,0,0,0,54054,54054,5.531,861
1411,4154,kid 90,2021,13+,62/100,0,1,0,0,0,795859,795859,7.471,35
1412,4156,The Courier,2019,18+,61/100,0,1,0,0,0,48511,611914,6.1,440
1413,4157,The Festival,2018,18+,61/100,0,1,0,0,0,502385,502385,6,119
1414,4158,Here to be Heard: The Story of The Slits,2018,13+,61/100,0,1,0,0,0,473343,473343,5.8,6
1415,4159,68 Kill,2018,18+,61/100,0,1,0,0,0,367462,367462,5.891,137
1416,4162,And So It Goes,2014,13+,61/100,0,1,1,0,0,253235,253235,6.116,396
1417,4164,Batman & Bill,2017,16+,61/100,0,1,0,0,0,456348,456348,7.1,61
1418,4165,The Tax Collector,2020,18+,61/100,0,1,0,0,0,531499,531499,5.7,359
1419,4171,WeWork: or The Making and Breaking of a $47 Billion Unicorn,2021,13+,61/100,0,1,0,0,0,795622,795622,6.8,36
1420,4173,Ode to Joy,2019,18+,61/100,0,1,0,0,0,501989,501989,6.335,79
1421,4174,The China Hustle,2018,18+,61/100,0,1,0,0,0,474753,474753,7.418,67
1422,4179,The Cave,2019,13+,61/100,0,1,0,0,0,9042,621729,7.4,42
1423,4180,Time Freak,2018,13+,61/100,0,1,0,0,0,92968,451925,6.629,377
1424,4181,Eliminators,2016,18+,61/100,0,1,0,0,0,47822,421313,6.5,143
1425,4182,Wild Mountain Thyme,2020,13+,61/100,0,1,0,0,0,628333,628333,5.218,110
1426,4183,Save Yourselves!,2020,18+,61/100,0,1,0,0,0,653569,653569,6,132
1427,4184,Spinning Man,2018,18+,61/100,0,1,0,0,0,458109,458109,5.5,334
1428,4186,Skate Kitchen,2018,18+,60/100,0,1,0,0,0,491474,491474,6.8,105
1429,4188,Margarita with a Straw,2015,13+,60/100,0,1,0,0,0,287499,287499,6.985,65
1430,4196,Clemency,2019,18+,60/100,0,1,0,0,0,565307,565307,6.592,71
1431,4198,The Haunting in Connecticut 2: Ghosts of Georgia,2013,18+,60/100,0,1,0,0,0,150202,150202,5.8,424
1432,4199,Books of Blood,2020,18+,60/100,0,1,0,0,0,715123,715123,6.6,265
1433,4200,The Secret Garden,2020,7+,60/100,0,1,0,0,0,11236,521034,6.394,470
1434,4202,Waiting for the Barbarians,2019,16+,60/100,0,1,0,0,0,505707,505707,5.9,253
1435,4204,Teen Spirit,2019,13+,60/100,0,1,0,1,0,73108,440918,6.2,261
1436,4205,Ordinary Love,2019,18+,60/100,0,1,0,0,0,588787,588787,6.8,97
1437,4206,Dog Days,2018,7+,60/100,0,1,0,0,0,184404,477510,6.8,235
1438,4207,The Miracle Season,2018,7+,60/100,0,1,0,0,0,425373,425373,7.299,256
1439,4209,Too Funny to Fail: The Life & Death of The Dana Carvey Show,2017,18+,60/100,0,1,0,0,0,482004,482004,7.8,52
1440,4211,Rams,2020,13+,60/100,0,1,0,0,0,510243,659994,6.5,42
1441,4215,Primal,2019,18+,60/100,0,1,0,0,0,49958,500916,5.8,261
1442,4218,Grand Isle,2019,18+,59/100,0,1,0,0,0,170399,560192,5.68,228
1443,4221,Little Woods,2019,18+,59/100,0,1,0,0,0,451918,451918,6,46
1444,4222,The Layover,2017,18+,59/100,0,1,0,0,0,339404,339404,5.349,596
1445,4224,Tesla,2020,13+,59/100,0,1,0,0,0,100249,517412,5.8,216
1446,4225,Running with the Devil,2019,18+,59/100,0,1,0,0,0,523077,523077,5.4,198
1447,4226,You Cannot Kill David Arquette,2020,18+,59/100,0,1,0,0,0,672035,672035,6.484,32
1448,4227,100% Wolf,2020,7+,59/100,0,1,0,0,0,520946,520946,5.9,235
1449,4232,Overdrive,2017,13+,59/100,0,1,0,0,0,223273,404733,6.089,800
1450,4235,Priceless,2016,13+,59/100,0,1,0,0,0,285823,393765,7.2,157
1451,4236,False Positive,2021,18+,59/100,0,1,0,0,0,591634,591634,5.9,109
1452,4239,The Doorman,2020,18+,59/100,0,1,0,0,0,278796,737568,5.815,311
1453,4240,Almost Adults,2016,16+,59/100,0,1,0,0,0,357424,357424,6.2,131
1454,4241,The Final Member,2012,18+,59/100,0,1,0,0,0,125414,125414,5.9,22
1455,4249,Bull,2020,18+,58/100,0,1,0,0,0,58590,595940,6.5,13
1456,4254,The Fight,2020,13+,58/100,0,1,0,0,0,340116,653727,5.5,13
1457,4258,Sold,2016,13+,58/100,0,1,0,0,0,234343,257258,6.7,30
1458,4261,Crypto,2019,18+,58/100,0,1,0,0,0,567733,567733,5.4,157
1459,4266,The Panama Papers,2018,13+,58/100,0,1,0,0,0,551653,551653,6.5,50
1460,4269,The 10 Year Plan,2014,13+,58/100,0,1,0,0,0,267463,267463,6.8,252
1461,4270,A Kind of Murder,2016,18+,58/100,0,1,0,0,0,305943,305943,5.3,196
1462,4271,Suburban Gothic,2014,18+,58/100,0,1,0,0,0,277688,277688,5.5,102
1463,4272,The Hornet's Nest,2014,18+,58/100,0,1,1,0,0,139452,263510,6.4,37
1464,4275,The Other Lamb,2020,18+,58/100,0,1,0,0,0,617786,617786,5.9,128
1465,4277,Ozzy,2016,all,58/100,0,1,0,0,0,411221,411221,6,139
1466,4278,Once Were Brothers: Robbie Robertson and The Band,2020,18+,58/100,0,1,0,0,0,617771,617771,7,9
1467,4281,Digging for Fire,2015,18+,58/100,0,1,0,0,0,295490,295490,5.092,119
1468,4284,Good Deeds,2012,13+,57/100,0,1,0,0,0,62008,62008,6.278,108
1469,4285,The Face of Love,2013,13+,57/100,0,1,0,0,0,214086,214086,6.2,116
1470,4286,Stonewall,2015,18+,57/100,0,1,0,0,0,28628,273899,6.1,110
1471,4287,Nurse 3-D,2013,18+,57/100,0,1,0,0,0,78383,78383,5.3,338
1472,4288,Hello I Must Be Going,2012,18+,57/100,0,1,0,0,0,84281,84281,6,116
1473,4289,Ma Ma,2015,18+,57/100,0,1,0,0,0,280840,,,
1474,4291,Henry Gamble's Birthday Party,2015,18+,57/100,0,1,0,0,0,339739,339739,5.6,64
1475,4294,100 Streets,2016,18+,57/100,0,1,1,0,0,334532,334532,6.2,131
1476,4296,Body Cam,2020,18+,57/100,0,1,0,0,0,513268,513268,6.248,266
1477,4298,Where Hope Grows,2014,13+,57/100,0,1,0,0,0,243352,243352,7.1,55
1478,4300,Buddy Games,2021,18+,57/100,0,1,0,0,0,472815,472815,5.4,164
1479,4301,Gundala,2019,16+,57/100,0,1,0,0,0,516700,516700,6.2,220
1480,4302,XX,2017,18+,57/100,0,1,0,0,0,168177,297160,4.956,354
1481,4303,Rebuilding Paradise,2020,13+,57/100,0,1,0,0,0,653751,653751,6.3,9
1482,4308,Valley Girl,2020,13+,57/100,0,1,0,0,0,19053,482273,6.1,66
1483,4309,The Feels,2017,18+,57/100,0,1,0,0,0,459225,459225,5.8,120
1484,4313,Rogue,2020,18+,57/100,0,1,0,0,0,13022,718444,5.604,565
1485,4317,Damsel,2018,18+,57/100,0,1,0,0,0,328941,414018,5.3,114
1486,4318,I Declare War,2013,18+,57/100,0,1,0,0,0,128081,128081,6.2,63
1487,4321,Superpower Dogs,2019,all,56/100,0,1,0,0,0,577721,577721,9,2
1488,4324,The First Monday in May,2016,13+,56/100,0,1,0,0,0,384573,384573,7.5,29
1489,4335,Monsters and Men,2018,18+,56/100,0,1,0,0,0,489934,489934,5.9,46
1490,4336,Sea of Shadows,2019,13+,56/100,0,1,0,0,0,566219,566219,7.7,47
1491,4337,Bad Reputation,2018,18+,56/100,0,1,0,0,0,46113,493092,6.7,25
1492,4341,Getaway,2013,13+,56/100,0,1,1,0,0,146227,146227,5.1,541
1493,4342,A Nice Girl Like You,2020,18+,56/100,0,1,0,0,0,718840,718840,5.782,216
1494,4343,Vault,2019,18+,56/100,0,1,0,0,0,366457,607822,5.66,50
1495,4350,Dark Web: Cicada 3301,2021,18+,56/100,0,1,0,0,0,791469,791469,6.3,81
1496,4353,Gemini,2017,18+,55/100,0,1,0,0,0,69664,412302,5.5,108
1497,4358,Amulet,2020,18+,55/100,0,1,0,0,0,653615,653615,5.478,91
1498,4363,Kindergarten Cop 2,2016,13+,55/100,0,1,0,0,0,383121,383121,4.9,188
1499,4364,Donnybrook,2019,18+,55/100,0,1,0,0,0,504599,504599,5.416,77
1500,4366,An Acceptable Loss,2019,18+,55/100,0,1,0,0,0,553882,553882,6.1,62
1501,4367,Take Every Wave: The Life of Laird Hamilton,2018,7+,55/100,0,1,0,0,0,433059,433059,6.3,15
1502,4368,Notturno,2020,18+,55/100,0,1,0,0,0,128581,539529,6.628,39
1503,4370,The Female Brain,2018,16+,55/100,0,1,0,0,0,406668,,,
1504,4377,Legion of Brothers,2017,16+,55/100,0,1,0,0,0,433054,433054,6,11
1505,4380,Wander Darkly,2020,18+,55/100,0,1,0,0,0,540023,540023,6.5,43
1506,4381,Wounds,2019,18+,55/100,0,1,0,0,0,505423,505423,3.961,666
1507,4382,Hooking Up,2020,18+,55/100,0,1,0,0,0,20983,673159,6.472,126
1508,4383,Wolves,2016,18+,55/100,0,1,0,0,0,15564,345909,6.2,51
1509,4384,"Nico, 1988",2017,18+,55/100,0,1,0,0,0,473262,473262,7,68
1510,4386,Follow Me,2020,18+,55/100,0,1,0,0,0,46506,606625,6.5,331
1511,4388,The Tomorrow Man,2019,13+,54/100,0,1,0,0,0,116298,565391,5.7,42
1512,4391,Wild Nights with Emily,2018,13+,54/100,0,1,0,0,0,502147,502147,6.1,28
1513,4393,R.L. Stine's Monsterville: The Cabinet of Souls,2015,7+,54/100,0,1,0,0,0,362105,362105,6.8,130
1514,4397,Journey to the South Pacific,2013,all,54/100,0,1,0,0,0,224905,224905,5.8,4
1515,4398,The Dinner,2017,18+,54/100,0,1,0,0,0,401546,401546,4.4,242
1516,4401,The Ultimate Playlist of Noise,2021,18+,54/100,0,1,0,0,0,776884,776884,6.4,17
1517,4409,The Night Watchmen,2017,18+,54/100,0,1,0,0,0,398798,398798,5,100
1518,4414,We Die Young,2019,18+,54/100,0,1,0,0,0,538207,538207,6.9,227
1519,4415,Killers Anonymous,2019,18+,54/100,0,1,0,0,0,535265,535265,4.8,159
1520,4417,Intersect,2020,18+,53/100,0,1,0,0,0,386095,736509,5.7,48
1521,4419,Legends of Oz: Dorothy's Return,2014,7+,53/100,0,1,0,0,0,59981,59981,6.1,248
1522,4420,Mary,2019,18+,53/100,0,1,0,0,0,64942,419706,5.2,146
1523,4426,Lucky Day,2019,18+,53/100,0,1,0,0,0,137300,477508,5.2,109
1524,4428,The Boy Downstairs,2018,13+,53/100,0,1,0,0,0,449848,449848,5.9,27
1525,4431,The Big Ugly,2020,18+,53/100,0,1,0,0,0,714521,714521,5.3,70
1526,4432,The Roads Not Taken,2020,18+,53/100,0,1,0,0,0,567714,567714,5.7,59
1527,4435,Dragonheart: Battle for the Heartfire,2017,13+,53/100,0,1,0,0,0,451644,451644,6.2,176
1528,4438,69: The Saga of Danny Hernandez,2021,18+,53/100,0,1,0,0,0,765057,765057,7.5,6
1529,4443,It Had to Be You,2016,18+,53/100,0,1,1,0,0,44388,383208,5.7,35
1530,4446,Mister America,2019,18+,53/100,0,1,0,0,0,612502,612502,6.6,15
1531,4450,Mass Effect: Paragon Lost,2012,7+,52/100,0,1,0,0,0,119685,119685,6.4,33
1532,4454,This Mountain Life,2018,7+,52/100,0,1,0,0,0,520759,520759,6.2,4
1533,4460,The Hug,2018,13+,52/100,0,1,0,0,0,426683,551736,6.5,16
1534,4461,A Crooked Somebody,2018,18+,52/100,0,1,0,0,0,435036,435036,6.4,32
1535,4462,I Do... Until I Don't,2017,18+,52/100,0,1,0,0,0,395474,395474,5.2,51
1536,4463,Beneath the Darkness,2012,18+,52/100,0,1,1,0,0,78461,78461,4.8,116
1537,4465,Toni Morrison: The Pieces I Am,2019,13+,52/100,0,1,0,0,0,566235,566235,7.7,14
1538,4466,Backtrace,2018,18+,52/100,0,1,0,0,0,512412,512412,5.4,173
1539,4470,Behind You,2020,18+,52/100,0,1,0,0,0,684139,684139,4.9,22
1540,4471,Cruise,2018,18+,52/100,0,1,0,0,0,365240,365240,6.022,69
1541,4472,Run the Race,2019,7+,52/100,0,1,0,0,0,507990,507990,7.539,38
1542,4474,Daphne & Velma,2018,all,52/100,0,1,0,0,0,489939,489939,6.3,209
1543,4477,Dr. Bird's Advice for Sad Poets,2021,18+,51/100,0,1,0,0,0,533705,533705,7.176,37
1544,4480,In Search of Greatness,2018,13+,51/100,0,1,0,0,0,546565,546565,6.8,13
1545,4484,Pooka Lives!,2020,18+,51/100,0,1,0,0,0,686684,686684,5.7,18
1546,4486,Phobias,2021,18+,51/100,0,1,0,0,0,556515,793967,5.3,32
1547,4489,Pandas: The Journey Home,2018,all,51/100,0,1,0,0,0,341030,,,
1548,4490,The Brink,2019,18+,51/100,0,1,0,0,0,156623,576334,6.4,18
1549,4491,Stars Fell on Alabama,2021,13+,51/100,0,1,0,0,0,767979,767979,6.2,13
1550,4492,Nostalgia,2018,18+,51/100,0,1,0,0,0,345372,442709,5.6,23
1551,4495,Red Dog,2019,18+,51/100,0,1,1,0,0,66125,576699,6.9,7
1552,4496,The Time of Their Lives,2017,16+,51/100,0,1,0,0,0,33546,442353,5,29
1553,4498,Citizen Soldier,2016,18+,51/100,0,1,0,0,0,406231,406231,6,11
1554,4500,Grace Jones: Bloodlight and Bami,2017,7+,51/100,0,1,0,0,0,470831,470831,6,21
1555,4502,Soldiers of Fortune,2012,18+,50/100,0,1,0,0,0,112304,112304,5.102,122
1556,4503,Body at Brighton Rock,2019,18+,50/100,0,1,0,0,0,555295,555295,5,48
1557,4504,The Alchemist Cookbook,2016,18+,50/100,0,1,0,0,0,381063,381063,4.6,36
1558,4505,Blurt!,2018,all,50/100,0,1,0,0,0,467181,467181,7.2,46
1559,4507,Euphoria,2018,18+,50/100,0,1,1,0,0,208515,407440,6.5,97
1560,4511,A Christmas Movie Christmas,2019,all,50/100,0,1,0,0,0,642949,642949,5.9,28
1561,4512,Ghost Team,2016,13+,50/100,0,1,0,0,0,404073,404073,4.5,57
1562,4514,Mostly Ghostly: Have You Met My Ghoulfriend?,2014,7+,50/100,0,1,0,0,0,289239,289239,5.8,62
1563,4518,Attack of the 50 Foot Cheerleader,2012,18+,50/100,0,1,1,0,0,128564,128564,5.6,37
1564,4523,The Gospel According to André,2018,13+,50/100,0,1,0,0,0,491052,491052,6.2,12
1565,4525,Most Likely to Murder,2018,18+,50/100,0,1,0,0,0,503758,503758,5.8,36
1566,4526,Bayou Caviar,2018,18+,49/100,0,1,1,0,0,529981,529981,4.7,24
1567,4529,10.0 Earthquake,2014,7+,49/100,0,1,1,0,0,302666,302666,4.919,93
1568,4543,Shangri-La Suite,2016,16+,49/100,0,1,0,0,0,322548,322548,5.7,35
1569,4547,Christmas on Holly Lane,2018,7+,48/100,0,1,0,0,0,565274,565274,6.4,22
1570,4549,Slay the Dragon,2019,13+,48/100,0,1,0,0,0,598492,598492,5.6,5
1571,4550,After Darkness,2019,18+,48/100,0,1,0,0,0,263393,414777,3.8,31
1572,4553,Supervized,2019,18+,48/100,0,1,0,0,0,605048,605048,5.1,22
1573,4555,The Turkey Bowl,2019,16+,48/100,0,1,0,0,0,532893,532893,5.7,14
1574,4557,Dirt Music,2019,13+,48/100,0,1,0,0,0,540414,540414,6.1,42
1575,4558,Olympic Dreams Featuring Jonas Brothers,2021,7+,48/100,0,1,0,0,0,853922,853922,4,1
1576,4559,Another Time,2018,18+,48/100,0,1,0,0,0,337426,337426,5.7,21
1577,4567,Hurley,2019,7+,47/100,0,1,0,0,0,527883,527883,4.2,4
1578,4568,Alpha and Omega: The Legend of the Saw Tooth Cave,2014,7+,47/100,0,1,0,0,0,294512,294512,6.5,20
1579,4575,Christmas Perfection,2018,7+,47/100,0,1,0,0,0,550652,550652,5.8,23
1580,4586,Mostly Ghostly 3: One Night in Doom House,2016,7+,47/100,0,1,0,0,0,406052,406052,6.1,49
1581,4587,Telescope,2016,7+,47/100,0,1,0,0,0,402475,402475,8.2,3
1582,4592,The Legend of Baron To'a,2020,18+,46/100,0,1,0,0,0,673284,673284,6.8,6
1583,4596,Baby Steps,2015,18+,46/100,0,1,0,0,0,342787,342787,4.2,5
1584,4598,General Commander,2019,18+,46/100,0,1,0,0,0,585311,585311,4.512,41
1585,4599,The Warrior Queen of Jhansi,2019,18+,46/100,0,1,1,0,0,530183,530183,7.6,5
1586,4601,Autonomy,2019,7+,46/100,0,1,0,0,0,576686,576686,5.8,3
1587,4610,Cunningham,2019,7+,45/100,0,1,0,0,0,621754,621754,6.6,9
1588,4611,My Valentine,2020,13+,45/100,0,1,0,0,0,670466,670466,5.9,47
1589,4612,Wetlands,2017,18+,45/100,0,1,0,0,0,474170,474170,4.7,10
1590,4622,Who Let the Dogs Out,2019,13+,44/100,0,1,0,0,0,576719,576719,6.3,3
1591,4623,Get Squirrely,2015,all,44/100,0,1,0,0,0,387892,387892,5.5,13
1592,4626,North Korea: Inside The Mind of a Dictator,2021,13+,44/100,0,1,0,0,0,788544,788544,6,4
1593,4627,The Swing of Things,2020,18+,44/100,0,1,0,0,0,716706,716706,5,93
1594,4629,A Haunting on Potter Street: The Potter Street Station,2012,7+,44/100,0,1,0,0,0,154239,154239,6,3
1595,4635,Safer at Home,2021,18+,44/100,0,1,0,0,0,792657,792657,5.5,113
1596,4636,Breakup at a Wedding,2013,13+,44/100,0,1,0,0,0,201772,201772,5.7,9
1597,4639,Danger Close,2017,16+,44/100,0,1,0,0,0,446348,446348,5.5,4
1598,4640,"Soul on Ice: Past, Present and Future",2017,16+,43/100,0,1,0,0,0,482892,482892,0,0
1599,4641,The Dark Side of The Sun,2017,7+,43/100,0,1,0,0,0,26642,441653,7.2,6
1600,4643,D.L. Hughley: Reset,2012,18+,43/100,0,1,1,0,0,134688,134688,7.8,4
1601,4646,12 Pups of Christmas,2019,7+,43/100,0,1,1,0,0,657325,657325,5.7,10
1602,4649,Paws P.I.,2018,7+,43/100,0,1,0,0,0,525208,525208,7.7,3
1603,4661,Deep in Vogue,2019,18+,42/100,0,1,0,0,0,584835,584835,4,2
1604,4664,Bernie the Dolphin 2,2019,all,42/100,0,1,0,0,0,656216,656216,6.1,7
1605,4668,Women & Sometimes Men,2017,16+,41/100,0,1,0,0,0,528390,528390,3.7,5
1606,4672,Curious George: Royal Monkey,2019,all,41/100,0,1,0,0,0,627093,627093,7.5,80
1607,4683,This One's for the Ladies,2018,18+,39/100,0,1,0,0,0,502134,502134,4.4,5
1608,4686,The Assault,2017,18+,38/100,0,1,0,0,0,149552,402243,4,8
1609,4688,Life Without Basketball,2018,7+,38/100,0,1,0,0,0,598539,598539,9,1
1610,4691,Treehouse,2014,18+,38/100,0,1,0,0,0,286372,286372,4.2,59
1611,4692,24 Hour Love,2013,18+,37/100,0,1,0,0,0,179050,179050,2.2,2
1612,4694,Gary Owen: I Agree With Myself,2015,18+,35/100,0,1,0,0,0,319971,319971,1,2
1613,4698,Man-Eating Python,2017,16+,31/100,0,1,0,0,0,498103,498103,0,0
1614,4708,Honey Boy,2019,18+,89/100,0,0,1,0,0,512263,512263,7.161,521
1615,4709,The Report,2019,18+,89/100,0,0,1,0,0,524348,524348,7.028,792
1616,4711,Borat Subsequent Moviefilm,2020,18+,88/100,0,0,1,0,0,740985,740985,6.493,1963
1617,4714,Beautiful Boy,2018,18+,87/100,0,0,1,0,0,59437,451915,7.551,1918
1618,4715,One Night in Miami...,2021,18+,86/100,0,0,1,0,0,661914,661914,7.074,528
1619,4717,Knives Out,2019,13+,85/100,0,0,1,0,0,481638,546554,7.86,9040
1620,4719,Brittany Runs a Marathon,2019,18+,85/100,0,0,1,0,0,529862,529862,6.612,397
1621,4722,One Child Nation,2019,18+,84/100,0,0,1,0,0,566368,566368,7.229,118
1622,4724,Late Night,2019,18+,84/100,0,0,1,0,0,523172,523172,6.487,648
1623,4731,Blow the Man Down,2019,18+,82/100,0,0,1,0,0,586451,586451,6.2,224
1624,4738,The Tomorrow War,2021,13+,81/100,0,0,1,0,0,588228,588228,7.954,5627
1625,4739,Manchester by the Sea,2016,18+,81/100,0,0,1,0,0,334541,334541,7.53,4927
1626,4745,Midsommar,2019,18+,80/100,0,0,1,0,0,530385,530385,7.146,4957
1627,4746,Sound of Metal,2020,18+,80/100,0,0,1,0,0,502033,502033,7.757,1854
1628,4747,The Lighthouse,2019,18+,80/100,0,0,1,0,0,297289,503919,7.546,3545
1629,4755,The Big Sick,2017,18+,79/100,0,0,1,0,0,416477,416477,7.36,2059
1630,4762,Sylvie's Love,2020,13+,78/100,0,0,1,0,0,584288,584288,6.4,67
1631,4769,"Love, Rosie",2014,18+,77/100,0,0,1,0,0,200727,200727,7.835,5519
1632,4773,Only Lovers Left Alive,2013,18+,77/100,0,0,1,0,0,152603,152603,7.277,1793
1633,4777,Inside Llewyn Davis,2013,18+,77/100,0,0,1,0,0,86829,86829,7.198,2227
1634,4779,My Spy,2020,13+,76/100,0,0,1,0,0,281109,592834,6.916,931
1635,4789,The Farewell,2019,7+,76/100,0,0,1,0,0,565310,565310,7.5,1122
1636,4793,7500,2019,18+,75/100,0,0,1,0,0,509585,509585,6.138,624
1637,4797,King Lear,2018,16+,75/100,0,0,1,0,0,38413,513427,6,70
1638,4800,102 Not Out,2018,7+,75/100,0,0,1,0,0,460713,460713,7.674,43
1639,4801,Trumbo,2015,18+,75/100,0,0,1,0,0,60230,294016,7.161,1353
1640,4804,Climax,2018,18+,75/100,0,0,1,0,0,49599,507076,7.107,1620
